JudgeName,FullAssignment,Week,Assignment
BARBER,5th Cir. AW,36-2000,5th Cir. AW
BAXLEY,Charleston GS,36-2000,Charleston GS
BEATTY,Spartanburg CP,36-2000,Spartanburg CP
BREEDEN,15th Cir. CPNJ,36-2000,15th Cir. CPNJ
BROGDON,12th Cir. CPNJ,36-2000,12th Cir. CPNJ
BUCKNER,X,36-2000,X
BURCH,Marion GS,36-2000,Marion GS
CLARY,"7th Cir. CPNJ 5,6 + Medical 7,8",36-2000,"7th Cir. CPNJ 5,6 "
COLE,Cherokee CP,36-2000,Cherokee CP
COOPER TW,Williamsburg GS,36-2000,Williamsburg GS
DENNIS,Beaufort CP,36-2000,Beaufort CP
FEW,Beaufort CP,36-2000,Beaufort CP
FLOYD H,13th Cir. CPNJ,36-2000,13th Cir. CPNJ
FLOYD S,Horry GS,36-2000,Horry GS
GOODE,11th Cir. CPNJ,36-2000,11th Cir. CPNJ
GOODSTEIN,Orangeburg CP,36-2000,Orangeburg CP
GREGORY,14th Cir. CPNJ,36-2000,14th Cir. CPNJ
HALL,McCormick CP,36-2000,McCormick CP
HARWELL,Lexington GS,36-2000,Lexington GS
HAYES,16th Cir. CPNJ,36-2000,16th Cir. CPNJ
JOHNSON,Laurens GS,36-2000,Laurens GS
KEESLEY,Aiken GS,36-2000,Aiken GS
KINARD,Clarendon GS,36-2000,Clarendon GS
KING,Clarendon GS,36-2000,Clarendon GS
KITTREDGE,Greenville GS,36-2000,Greenville GS
LEE,Richland GS,36-2000,Richland GS
LOCKEMY,XX,36-2000,XX
MACAULAY,10th Cir. CPNJ,36-2000,10th Cir. CPNJ
MANNING,Charleston CP,36-2000,Charleston CP
MARTIN,9th Cir. AW,36-2000,9th Cir. AW
MCKELLAR,Colleton CP,36-2000,Colleton CP
MILLING,Chesterfield CP,36-2000,Chesterfield CP
NICHOLSON,Anderson CP,36-2000,Anderson CP
PATTERSON,X,36-2000,X
PEEPLES,2nd Cir. CPNJ,36-2000,2nd Cir. CPNJ
PIEPER,Charleston GS,36-2000,Charleston GS
RAWL,9th Cir. CPNJ,36-2000,9th Cir. CPNJ
SAUNDERS,Greenwood GS,36-2000,Greenwood GS
SHORT,6th Cir. CPNJ,36-2000,6th Cir. CPNJ
THOMAS,Horry GS,36-2000,Horry GS
WATSON,Greenville GS CP CC,36-2000,Greenville GS CP CC
WESTBROOK,Lexington CP,36-2000,Lexington CP
WILLIAMS,Richland GS,36-2000,Richland GS
BROWN,na,36-2000,na
HUGHSTON,Charleston CP,36-2000,Charleston CP
PYLE,na,36-2000,na
SMOAK,na,36-2000,na
COOPER GT,Greenville GS,36-2000,Greenville GS
NEWMAN,Berkeley CP,36-2000,Berkeley CP
SIMMONS,na,36-2000,na
GIER,na,36-2000,na
BERGDORF,na,36-2000,na
WATTS,na,36-2000,na
ALFORD,York GS,37-2000,York GS
BARBER,Richland GS,37-2000,Richland GS
BAXLEY,Charleston CP,37-2000,Charleston CP
BEATTY,Spartanburg CP,37-2000,Spartanburg CP
BREEDEN,Georgetown CP + Georgetown GS CC 15,37-2000,Georgetown CP 
BROGDON,Florence CP,37-2000,Florence CP
BUCKNER,Richland GS,37-2000,Richland GS
BURCH,Marlboro GS,37-2000,Marlboro GS
CLARY,Cherokee GS,37-2000,Cherokee GS
COLE,Spartanburg CP,37-2000,Spartanburg CP
COOPER TW,Sumter GS,37-2000,Sumter GS
DENNIS,9th Cir. CPNJ/PCR,37-2000,9th Cir. CPNJ/PCR
FEW,Beaufort CP,37-2000,Beaufort CP
FLOYD H,Hampton CP,37-2000,Hampton CP
FLOYD S,Horry CP,37-2000,Horry CP
GOODE,Lancaster GS(SGJ),37-2000,Lancaster GS(SGJ)
GOODSTEIN,Calhoun CP,37-2000,Calhoun CP
GREGORY,Beaufort GS,37-2000,Beaufort GS
HALL,Anderson GS,37-2000,Anderson GS
HARWELL,Florence CP,37-2000,Florence CP
HAYES,York GS,37-2000,York GS
JOHNSON,Abbeville CP,37-2000,Abbeville CP
KEESLEY,Aiken GS,37-2000,Aiken GS
KINARD,XX,37-2000,XX
KING,X,37-2000,X
KITTREDGE,Greenville CP,37-2000,Greenville CP
LEE,Aiken GS,37-2000,Aiken GS
LOCKEMY,Sumter CP,37-2000,Sumter CP
MACAULAY,Anderson GS,37-2000,Anderson GS
MANNING,Kershaw GS,37-2000,Kershaw GS
MARTIN,Charleston CP,37-2000,Charleston CP
MCKELLAR,Colleton CP,37-2000,Colleton CP
MILLING,Chesterfield CP,37-2000,Chesterfield CP
NICHOLSON,X,37-2000,X
PATTERSON,Greenville CP,37-2000,Greenville CP
PEEPLES,11th Cir. CPNJ/PCR,37-2000,11th Cir. CPNJ/PCR
PIEPER,Berkeley CP,37-2000,Berkeley CP
RAWL,9th Cir. CPNJ,37-2000,9th Cir. CPNJ
SAUNDERS,Greenwood GS,37-2000,Greenwood GS
SHORT,Chester GS,37-2000,Chester GS
THOMAS,Horry GS,37-2000,Horry GS
WATSON,13th Cir. CPNJ,37-2000,13th Cir. CPNJ
WESTBROOK,Lexington GS,37-2000,Lexington GS
WILLIAMS,XX,37-2000,XX
BROWN,Orangeburg GS,37-2000,Orangeburg GS
HUGHSTON,Greenville GS,37-2000,Greenville GS
PYLE,Greenville CP,37-2000,Greenville CP
SMOAK,Horry GS,37-2000,Horry GS
COOPER GT,Greenville GS,37-2000,Greenville GS
NEWMAN,Charleston CP,37-2000,Charleston CP
SIMMONS,na,37-2000,na
GIER,York CPNJ 14,37-2000,York CPNJ 14
BERGDORF,Orangeburg CPNJ 14,37-2000,Orangeburg CPNJ 14
WATTS,"Dorchester CPNJ 11,13,14,15",37-2000,"Dorchester CPNJ 11,13,14,15"
ALFORD,Union GS,38-2000,Union GS
BARBER,Richland CP,38-2000,Richland CP
BAXLEY,Charleston GS,38-2000,Charleston GS
BEATTY,Hampton GS,38-2000,Hampton GS
BREEDEN,15th Cir. CPNJ,38-2000,15th Cir. CPNJ
BROGDON,Florence GS,38-2000,Florence GS
BUCKNER,Richland GS,38-2000,Richland GS
BURCH,Marlboro GS,38-2000,Marlboro GS
CLARY,Medical,38-2000,Medical
COLE,Cherokee GS,38-2000,Cherokee GS
COOPER TW,X,38-2000,X
DENNIS,Berkeley GS,38-2000,Berkeley GS
FEW,Beaufort GS,38-2000,Beaufort GS
FLOYD H,Greenville CP,38-2000,Greenville CP
FLOYD S,Horry CP,38-2000,Horry CP
GOODE,Lexington GS,38-2000,Lexington GS
GOODSTEIN,Aiken CP,38-2000,Aiken CP
GREGORY,X,38-2000,X
HALL,Anderson CP,38-2000,Anderson CP
HARWELL,X,38-2000,X
HAYES,14th Cir. CPNJ,38-2000,14th Cir. CPNJ
JOHNSON,Newberry GS,38-2000,Newberry GS
KEESLEY,Lexington CP,38-2000,Lexington CP
KINARD,Orangeburg CP,38-2000,Orangeburg CP
KING,Sumter GS,38-2000,Sumter GS
KITTREDGE,7th Cir. Capital PCR,38-2000,7th Cir. Capital PCR
LEE,Richland GS,38-2000,Richland GS
LOCKEMY,Chesterfield GS,38-2000,Chesterfield GS
MACAULAY,Laurens CP,38-2000,Laurens CP
MANNING,Kershaw GS,38-2000,Kershaw GS
MARTIN,Charleston GS,38-2000,Charleston GS
MCKELLAR,14th Cir. CPNJ/PCR,38-2000,14th Cir. CPNJ/PCR
MILLING,Sumter CP,38-2000,Sumter CP
NICHOLSON,Anderson GS,38-2000,Anderson GS
PATTERSON,Greenville CP,38-2000,Greenville CP
PEEPLES,Barnwell CP,38-2000,Barnwell CP
PIEPER,Charleston CP,38-2000,Charleston CP
RAWL,Charleston CP,38-2000,Charleston CP
SAUNDERS,8th Cir. CPNJ,38-2000,8th Cir. CPNJ
SHORT,Chester GS,38-2000,Chester GS
THOMAS,Horry CP ,38-2000,Horry CP 
WATSON,York CP,38-2000,York CP
WESTBROOK,Saluda GS,38-2000,Saluda GS
WILLIAMS,Richland CP,38-2000,Richland CP
BROWN,Dorchester GS,38-2000,Dorchester GS
HUGHSTON,na,38-2000,na
PYLE,Pickens GS,38-2000,Pickens GS
SMOAK,na,38-2000,na
COOPER GT,Spartanburg CP,38-2000,Spartanburg CP
NEWMAN,X,38-2000,X
SIMMONS,na,38-2000,na
GIER,na,38-2000,na
BERGDORF,na,38-2000,na
WATTS,Dorchester CPNJ 18,38-2000,Dorchester CPNJ 18
ALFORD,York GS,39-2000,York GS
BARBER,Richland GS,39-2000,Richland GS
BAXLEY,Dillon GS,39-2000,Dillon GS
BEATTY,Spartanburg GS,39-2000,Spartanburg GS
BREEDEN,X,39-2000,X
BROGDON,Florence GS,39-2000,Florence GS
BUCKNER,Richland CP,39-2000,Richland CP
BURCH,Charleston GS,39-2000,Charleston GS
CLARY,Spartanburg GS,39-2000,Spartanburg GS
COLE,7th Cir. CPNJ,39-2000,7th Cir. CPNJ
COOPER TW,Williamsburg CP,39-2000,Williamsburg CP
DENNIS,9th Cir. CPNJ,39-2000,9th Cir. CPNJ
FEW,Beaufort CP,39-2000,Beaufort CP
FLOYD H,Jasper GS,39-2000,Jasper GS
FLOYD S,Horry CP,39-2000,Horry CP
GOODE,Fairfield GS,39-2000,Fairfield GS
GOODSTEIN,Orangeburg CP,39-2000,Orangeburg CP
GREGORY,Allendale CP,39-2000,Allendale CP
HALL,10th Cir. CPNJ/PCR,39-2000,10th Cir. CPNJ/PCR
HARWELL,Florence GS,39-2000,Florence GS
HAYES,York GS,39-2000,York GS
JOHNSON,Abbeville GS,39-2000,Abbeville GS
KEESLEY,"Bamberg GS 25,26,27,28,29",39-2000,"Bamberg GS 25,26,27,28,29"
KINARD,1st Cir. CPNJ/PCR,39-2000,1st Cir. CPNJ/PCR
KING,Sumter GS,39-2000,Sumter GS
KITTREDGE,Greenville GS,39-2000,Greenville GS
LEE,Richland CP,39-2000,Richland CP
LOCKEMY,Darlington CP,39-2000,Darlington CP
MACAULAY,X,39-2000,X
MANNING,5th Cir. CPNJ,39-2000,5th Cir. CPNJ
MARTIN,Charleston CP,39-2000,Charleston CP
MCKELLAR,Beaufort CP,39-2000,Beaufort CP
MILLING,Darlington GS CC 29 + 4th Cir. CPNJ,39-2000,Darlington GS CC 29 
NICHOLSON,Oconee GS,39-2000,Oconee GS
PATTERSON,Greenville CP,39-2000,Greenville CP
PEEPLES,11th Cir. CPNJ,39-2000,11th Cir. CPNJ
PIEPER,Charleston GS,39-2000,Charleston GS
RAWL,Charleston CP,39-2000,Charleston CP
SAUNDERS,Greenwood CP,39-2000,Greenwood CP
SHORT,Lancaster CP,39-2000,Lancaster CP
THOMAS,Georgetown GS,39-2000,Georgetown GS
WATSON,Greenville CP,39-2000,Greenville CP
WESTBROOK,Saluda GS,39-2000,Saluda GS
WILLIAMS,Richland GS,39-2000,Richland GS
BROWN,Dorchester GS,39-2000,Dorchester GS
HUGHSTON,Lexington GS,39-2000,Lexington GS
PYLE,na,39-2000,na
SMOAK,5th Cir. CPNJ,39-2000,5th Cir. CPNJ
COOPER GT,Greenville GS,39-2000,Greenville GS
NEWMAN,Clarendon CP,39-2000,Clarendon CP
SIMMONS,Pickens CPNJ 26,39-2000,Pickens CPNJ 26
GIER,York CPNJ 28,39-2000,York CPNJ 28
BERGDORF,na,39-2000,na
WATTS,na,39-2000,na
CLARY,"7th Cir. CPNJ 5,6 + Medical 7,8",36-2000," Medical 7,8"
BROWN,na,36-2000,na
PYLE,na,36-2000,na
SMOAK,na,36-2000,na
SIMMONS,na,36-2000,na
GIER,na,36-2000,na
BERGDORF,na,36-2000,na
WATTS,na,36-2000,na
BREEDEN,Georgetown CP + Georgetown GS CC 15,37-2000, Georgetown GS CC 15
SIMMONS,na,37-2000,na
HUGHSTON,na,38-2000,na
SMOAK,na,38-2000,na
SIMMONS,na,38-2000,na
GIER,na,38-2000,na
BERGDORF,na,38-2000,na
MILLING,Darlington GS CC 29 + 4th Cir. CPNJ,39-2000, 4th Cir. CPNJ
PYLE,na,39-2000,na
BERGDORF,na,39-2000,na
WATTS,na,39-2000,na
BROWN,na,36-2000,na
PYLE,na,36-2000,na
SMOAK,na,36-2000,na
SIMMONS,na,36-2000,na
GIER,na,36-2000,na
BERGDORF,na,36-2000,na
WATTS,na,36-2000,na
SIMMONS,na,37-2000,na
HUGHSTON,na,38-2000,na
SMOAK,na,38-2000,na
SIMMONS,na,38-2000,na
GIER,na,38-2000,na
BERGDORF,na,38-2000,na
PYLE,na,39-2000,na
BERGDORF,na,39-2000,na
WATTS,na,39-2000,na
BROWN,na,36-2000,na
PYLE,na,36-2000,na
SMOAK,na,36-2000,na
SIMMONS,na,36-2000,na
GIER,na,36-2000,na
BERGDORF,na,36-2000,na
WATTS,na,36-2000,na
SIMMONS,na,37-2000,na
HUGHSTON,na,38-2000,na
SMOAK,na,38-2000,na
SIMMONS,na,38-2000,na
GIER,na,38-2000,na
BERGDORF,na,38-2000,na
PYLE,na,39-2000,na
BERGDORF,na,39-2000,na
WATTS,na,39-2000,na
BROWN,na,36-2000,na
PYLE,na,36-2000,na
SMOAK,na,36-2000,na
SIMMONS,na,36-2000,na
GIER,na,36-2000,na
BERGDORF,na,36-2000,na
WATTS,na,36-2000,na
SIMMONS,na,37-2000,na
HUGHSTON,na,38-2000,na
SMOAK,na,38-2000,na
SIMMONS,na,38-2000,na
GIER,na,38-2000,na
BERGDORF,na,38-2000,na
PYLE,na,39-2000,na
BERGDORF,na,39-2000,na
WATTS,na,39-2000,na
